date,spindx,spindx_lag,price_ratio
2001-01-31,1366.01,1320.28,1.03463659223801
2001-02-28,1239.94,1366.01,0.9077093139874525
2001-03-30,1160.33,1239.94,0.9357952804167944
2001-04-30,1249.46,1160.33,1.0768143545370714
2001-05-31,1255.82,1249.46,1.0050901989659533
2001-06-29,1224.42,1255.82,0.9749964166839197
2001-07-31,1211.23,1224.42,0.989227552637167
2001-08-31,1133.58,1211.23,0.935891614309421
2001-09-28,1040.94,1133.58,0.9182766103847986
2001-10-31,1059.78,1040.94,1.018099025880454
2001-11-30,1139.45,1059.78,1.0751759799203608
2001-12-31,1148.08,1139.45,1.0075738294791348
2002-01-31,1130.2,1148.08,0.9844261723921678
2002-02-28,1106.73,1130.2,0.9792337639355866
2002-03-28,1147.39,1106.73,1.036738861330225
2002-04-30,1076.92,1147.39,0.9385823477631843
2002-05-31,1067.14,1076.92,0.9909185454815586
2002-06-28,989.81,1067.14,0.9275352812189591
2002-07-31,911.62,989.81,0.9210050413715763
2002-08-30,916.07,911.62,1.0048814198898663
2002-09-30,815.29,916.07,0.8899865730784765
2002-10-31,885.76,815.29,1.0864355014780016
2002-11-29,936.31,885.76,1.0570696351156068
2002-12-31,879.82,936.31,0.9396674178423813
2003-01-31,855.7,879.82,0.9725853015389512
2003-02-28,841.15,855.7,0.9829963772350123
2003-03-31,848.18,841.15,1.0083576056589194
2003-04-30,916.92,848.18,1.0810441179938222
2003-05-30,963.59,916.92,1.050898660733761
2003-06-30,974.5,963.59,1.0113222428626283
2003-07-31,990.31,974.5,1.0162237044638276
2003-08-29,1008.01,990.31,1.0178731912229504
2003-09-30,995.97,1008.01,0.9880556740508527
2003-10-31,1050.71,995.97,1.0549614948241413
2003-11-28,1058.2,1050.71,1.0071285131006653
2003-12-31,1111.92,1058.2,1.0507654507654507
2004-01-30,1131.13,1111.92,1.0172764227642277
2004-02-27,1144.94,1131.13,1.012209029908145
2004-03-31,1126.21,1144.94,0.9836410641605674
2004-04-30,1107.3,1126.21,0.9832091705809751
2004-05-28,1120.68,1107.3,1.0120834462205364
2004-06-30,1140.84,1120.68,1.0179890780597494
2004-07-30,1101.72,1140.84,0.9657094772273062
2004-08-31,1104.24,1101.72,1.0022873325345822
2004-09-30,1114.58,1104.24,1.00936390639716
2004-10-29,1130.2,1114.58,1.0140142475192448
2004-11-30,1173.82,1130.2,1.0385949389488587
2004-12-31,1211.92,1173.82,1.0324581281627507
2005-01-31,1181.27,1211.92,0.9747095517855964
2005-02-28,1203.6,1181.27,1.0189033836464145
2005-03-31,1180.59,1203.6,0.9808823529411764
2005-04-29,1156.85,1180.59,0.9798914102270898
2005-05-31,1191.5,1156.85,1.0299520248951894
2005-06-30,1191.33,1191.5,0.9998573227024758
2005-07-29,1234.18,1191.33,1.035968203604375
2005-08-31,1220.33,1234.18,0.9887779740394432
2005-09-30,1228.81,1220.33,1.0069489400408087
2005-10-31,1207.01,1228.81,0.9822592589578535
2005-11-30,1249.48,1207.01,1.0351861210760473
2005-12-30,1248.29,1249.48,0.9990476038031821
2006-01-31,1280.08,1248.29,1.025466838635253
2006-02-28,1280.66,1280.08,1.0004530966814573
2006-03-31,1294.83,1280.66,1.0110646073118548
2006-04-28,1310.61,1294.83,1.0121869280137161
2006-05-31,1270.09,1310.61,0.9690830987097611
2006-06-30,1270.2,1270.09,1.000086608035651
2006-07-31,1276.66,1270.2,1.0050858132577547
2006-08-31,1303.82,1276.66,1.021274262528786
2006-09-29,1335.85,1303.82,1.024566274485742
2006-10-31,1377.94,1335.85,1.031508028596025
2006-11-30,1400.63,1377.94,1.0164666095766144
2006-12-29,1418.3,1400.63,1.012615751483261
2007-01-31,1438.24,1418.3,1.0140590848198547
2007-02-28,1406.82,1438.24,0.9781538547113138
2007-03-30,1420.86,1406.82,1.0099799547916577
2007-04-30,1482.37,1420.86,1.0432906831074138
2007-05-31,1530.62,1482.37,1.0325492286001472
2007-06-29,1503.35,1530.62,0.9821836902693026
2007-07-31,1455.27,1503.35,0.9680180929257991
2007-08-31,1473.99,1455.27,1.012863592323074
2007-09-28,1526.75,1473.99,1.0357940013161555
2007-10-31,1549.38,1526.75,1.0148223350253807
2007-11-30,1481.14,1549.38,0.9559565761788587
2007-12-31,1468.36,1481.14,0.9913715111333162
2008-01-31,1378.55,1468.36,0.9388365251028358
2008-02-29,1330.63,1378.55,0.9652388379093976
2008-03-31,1322.7,1330.63,0.9940404169453567
2008-04-30,1385.59,1322.7,1.0475466848113708
2008-05-30,1400.38,1385.59,1.0106741532487964
2008-06-30,1280.0,1400.38,0.9140376183607306
2008-07-31,1267.38,1280.0,0.990140625
2008-08-29,1282.83,1267.38,1.0121905032429106
2008-09-30,1166.36,1282.83,0.909208546728717
2008-10-31,968.75,1166.36,0.8305754655509449
2008-11-28,896.24,968.75,0.9251509677419355
2008-12-31,903.25,896.24,1.0078215656520575
2009-01-30,825.88,903.25,0.9143426515361196
2009-02-27,735.09,825.88,0.8900687751247155
2009-03-31,797.87,735.09,1.0854045082915016
2009-04-30,872.81,797.87,1.0939250755135548
2009-05-29,919.14,872.81,1.0530814266564315
2009-06-30,919.32,919.14,1.000195835237287
2009-07-31,987.48,919.32,1.0741417569507896
2009-08-31,1020.62,987.48,1.0335601733706
2009-09-30,1057.08,1020.62,1.0357233838255178
2009-10-30,1036.19,1057.08,0.9802380141521928
2009-11-30,1095.63,1036.19,1.057363996950366
2009-12-31,1115.1,1095.63,1.0177705977382876
2010-01-29,1073.87,1115.1,0.9630257376020088
2010-02-26,1104.49,1073.87,1.028513693463827
2010-03-31,1169.43,1104.49,1.0587963675542558
2010-04-30,1186.69,1169.43,1.01475932719359
2010-05-28,1089.41,1186.69,0.9180240837961051
2010-06-30,1030.71,1089.41,0.9461176233006857
2010-07-30,1101.6,1030.71,1.0687778327560613
2010-08-31,1049.33,1101.6,0.9525508351488744
2010-09-30,1141.2,1049.33,1.0875511040378145
2010-10-29,1183.26,1141.2,1.036855941114616
2010-11-30,1180.55,1183.26,0.9977097172219124
2010-12-31,1257.64,1180.55,1.0653000720003387
2011-01-31,1286.12,1257.64,1.022645590152985
2011-02-28,1327.22,1286.12,1.031956582589494
2011-03-31,1325.83,1327.22,0.9989526981208843
2011-04-29,1363.61,1325.83,1.0284953576250349
2011-05-31,1345.2,1363.61,0.9864990723153981
2011-06-30,1320.64,1345.2,0.9817424918227773
2011-07-29,1292.28,1320.64,0.9785255633632178
2011-08-31,1218.89,1292.28,0.9432089020955211
2011-09-30,1131.42,1218.89,0.9282379870209782
2011-10-31,1253.3,1131.42,1.1077230383058458
2011-11-30,1246.96,1253.3,0.9949413548232666
2011-12-30,1257.6,1246.96,1.0085327516520177
2012-01-31,1312.41,1257.6,1.0435830152671757
2012-02-29,1365.68,1312.41,1.0405894499432342
2012-03-30,1408.47,1365.68,1.031332376545018
2012-04-30,1397.91,1408.47,0.9925025027157128
2012-05-31,1310.33,1397.91,0.9373493286406135
2012-06-29,1362.16,1310.33,1.0395549212793724
2012-07-31,1379.32,1362.16,1.0125976390438716
2012-08-31,1406.58,1379.32,1.0197633616564683
2012-09-28,1440.67,1406.58,1.0242360903752363
2012-10-31,1412.16,1440.67,0.9802105964585922
2012-11-30,1416.18,1412.16,1.0028467029231816
2012-12-31,1426.19,1416.18,1.0070683105254983
2013-01-31,1498.11,1426.19,1.0504280635819911
2013-02-28,1514.68,1498.11,1.01106060302648
2013-03-28,1569.19,1514.68,1.0359877994031743
2013-04-30,1597.57,1569.19,1.0180857639928882
2013-05-31,1630.74,1597.57,1.0207627834774062
2013-06-28,1606.28,1630.74,0.9850006745403928
2013-07-31,1685.73,1606.28,1.0494621112134872
2013-08-30,1632.97,1685.73,0.9687019866763954
2013-09-30,1681.55,1632.97,1.0297494748831884
2013-10-31,1756.54,1681.55,1.0445957598644109
2013-11-29,1805.81,1756.54,1.0280494608719415
2013-12-31,1848.36,1805.81,1.0235628332991844
2014-01-31,1782.59,1848.36,0.9644171048929863
2014-02-28,1859.45,1782.59,1.0431170375689307
2014-03-31,1872.34,1859.45,1.0069321573583587
2014-04-30,1883.95,1872.34,1.0062007968638176
2014-05-30,1923.57,1883.95,1.021030282120014
2014-06-30,1960.23,1923.57,1.019058313448432
2014-07-31,1930.67,1960.23,0.9849201369227081
2014-08-29,2003.37,1930.67,1.0376553217276905
2014-09-30,1972.29,2003.37,0.9844861408526633
2014-10-31,2018.05,1972.29,1.0232014561753089
2014-11-28,2067.56,2018.05,1.0245335844007828
2014-12-31,2058.9,2067.56,0.9958114879374722
2015-01-30,1994.99,2058.9,0.9689591529457477
2015-02-27,2104.5,1994.99,1.0548925057268457
2015-03-31,2067.89,2104.5,0.9826039439296745
2015-04-30,2085.51,2067.89,1.0085207627098154
2015-05-29,2107.39,2085.51,1.0104914385450081
2015-06-30,2063.11,2107.39,0.9789882271435283
2015-07-31,2103.84,2063.11,1.0197420399300086
2015-08-31,1972.18,2103.84,0.9374191953760742
2015-09-30,1920.03,1972.18,0.9735571803790729
2015-10-30,2079.36,1920.03,1.0829830783894001
2015-11-30,2080.41,2079.36,1.0005049630655587
2015-12-31,2043.94,2080.41,0.9824698016256411
2016-01-29,1940.24,2043.94,0.9492646555182638
2016-02-29,1932.23,1940.24,0.99587164474498
2016-03-31,2059.74,1932.23,1.0659911087189413
2016-04-29,2065.3,2059.74,1.0026993698233757
2016-05-31,2096.96,2065.3,1.0153294920834746
2016-06-30,2098.86,2096.96,1.0009060735540973
2016-07-29,2173.6,2098.86,1.035609807228686
2016-08-31,2170.95,2173.6,0.9987808244387192
2016-09-30,2168.27,2170.95,0.9987655174002165
2016-10-31,2126.15,2168.27,0.9805743749625278
2016-11-30,2198.81,2126.15,1.0341744467699834
2016-12-30,2238.83,2198.81,1.018200754044233
2017-01-31,2278.87,2238.83,1.0178843413747358
2017-02-28,2363.64,2278.87,1.0371982605414087
2017-03-31,2362.72,2363.64,0.9996107698295849
2017-04-28,2384.2,2362.72,1.009091216902553
2017-05-31,2411.8,2384.2,1.0115762100494925
2017-06-30,2423.41,2411.8,1.0048138319927025
2017-07-31,2470.3,2423.41,1.0193487688835154
2017-08-31,2471.65,2470.3,1.000546492328867
2017-09-29,2519.36,2471.65,1.0193028948273422
2017-10-31,2575.26,2519.36,1.0221881747745458
2017-11-30,2647.58,2575.26,1.0280826013684055
2017-12-29,2673.61,2647.58,1.0098316198188535
2018-01-31,2823.81,2673.61,1.0561787246457037
2018-02-28,2713.83,2823.81,0.9610526203958482
2018-03-29,2640.87,2713.83,0.9731154862316357
2018-04-30,2648.05,2640.87,1.0027188010011852
2018-05-31,2705.27,2648.05,1.0216083533165916
2018-06-29,2718.37,2705.27,1.0048424002040461
2018-07-31,2816.29,2718.37,1.0360215864654185
2018-08-31,2901.52,2816.29,1.030263218631604
2018-09-28,2913.98,2901.52,1.0042943009181395
2018-10-31,2711.74,2913.98,0.9305966410201855
2018-11-30,2760.17,2711.74,1.01785938179914
2018-12-31,2506.85,2760.17,0.9082230442327828
2019-01-31,2704.1,2506.85,1.078684404731037
2019-02-28,2784.49,2704.1,1.029728930143116
2019-03-29,2834.4,2784.49,1.0179242877510783
2019-04-30,2945.83,2834.4,1.0393134349421393
2019-05-31,2752.06,2945.83,0.9342222735188385
2019-06-28,2941.76,2752.06,1.068930183208215
2019-07-31,2980.38,2941.76,1.0131281953660394
2019-08-30,2926.46,2980.38,0.9819083472577322
2019-09-30,2976.74,2926.46,1.017181167690657
2019-10-31,3037.56,2976.74,1.020431747482145
2019-11-29,3140.98,3037.56,1.0340470640909152
2019-12-31,3230.78,3140.98,1.0285898031824463
2020-01-31,3225.52,3230.78,0.9983719101888708
2020-02-28,2954.22,3225.52,0.915889530990352
2020-03-31,2584.59,2954.22,0.8748806791640433
2020-04-30,2912.43,2584.59,1.1268441029331537
2020-05-29,3044.31,2912.43,1.0452817750126182
2020-06-30,3100.29,3044.31,1.0183884032835027
2020-07-31,3271.12,3100.29,1.0551012969754443
2020-08-31,3500.31,3271.12,1.0700646873242192
2020-09-30,3363.0,3500.31,0.9607720459045056
2020-10-30,3269.96,3363.0,0.9723342253939935
2020-11-30,3621.63,3269.96,1.107545658050863
2020-12-31,3756.07,3621.63,1.0371214066594323
2021-01-29,3714.24,3756.07,0.9888633598415365
2021-02-26,3811.15,3714.24,1.0260914749719996
2021-03-31,3972.89,3811.15,1.0424386340081078
2021-04-30,4181.17,3972.89,1.0524253125558474
2021-05-28,4204.11,4181.17,1.0054865025818132
2021-06-30,4297.5,4204.11,1.0222139763231695
2021-07-30,4395.26,4297.5,1.0227481093659103
