permno,ticker,company_name,date,open_price,high_price,low_price,close_price,close_ratio
24010,ETR,ENTERGY CORP NEW,2015-01-01,87.48,90.33,85.17,87.51,1.0003429355281208
24109,AEP,AMERICAN ELECTRIC POWER CO INC,2015-01-01,60.88,65.38,59.97,62.81,1.0344202898550725
24643,AA,ALCOA INC,2015-01-01,15.87,16.53,14.54,15.65,0.9911336288790373
25320,CPB,CAMPBELL SOUP CO,2015-01-01,44.1,47.45,42.9,45.74,1.0395454545454546
25785,F,FORD MOTOR CO DEL,2015-01-01,15.59,15.65,14.3,14.71,0.9490322580645161
10145,HON,HONEYWELL INTERNATIONAL INC,2015-02-01,98.57,105.39,96.94,102.78,1.0513502454991817
11308,KO,COCA COLA CO,2015-02-01,41.21,43.66,40.9,43.3,1.0517367014816614
11404,ED,CONSOLIDATED EDISON INC,2015-02-01,69.28,69.69,62.3744,63.14,0.9113741339491916
11674,DTE,D T E ENERGY CO,2015-02-01,89.86,90.82,80.63,82.03,0.9149007361142092
11762,ETN,EATON CORP PLC,2015-02-01,63.62,72.775,62.84,71.01,1.1255349500713268
11850,XOM,EXXON MOBIL CORP,2015-02-01,87.85,93.45,87.5,88.54,1.0128117135666894
12052,GD,GENERAL DYNAMICS CORP,2015-02-01,133.89,142.55,132.5,138.78,1.0418135994434652
12060,GE,GENERAL ELECTRIC CO,2015-02-01,24.0,26.27,23.9,25.99,1.0879028882377564
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,2015-02-01,154.0,164.99001,151.50999,161.94,1.0562911747439827
13856,PEP,PEPSICO INC,2015-02-01,93.86,100.76,93.6,98.98,1.055448923011303
13901,MO,ALTRIA GROUP INC,2015-02-01,53.25,56.6,52.91,56.29,1.060075329566855
13928,COP,CONOCOPHILLIPS,2015-02-01,64.47,70.11,63.41,65.2,1.0352492854874562
14541,CVX,CHEVRON CORP NEW,2015-02-01,103.98,112.93,102.97,106.68,1.0404759582561203
15579,TXN,TEXAS INSTRUMENTS INC,2015-02-01,53.5,59.49,52.4099,58.8,1.1000935453695042
15720,EIX,EDISON INTERNATIONAL,2015-02-01,68.03,68.46,62.31,64.25,0.9427732942039618
16600,HSY,HERSHEY CO,2015-02-01,102.0,107.57,101.56,103.78,1.01536053223755
16678,KR,KROGER CO,2015-02-01,69.01,73.6,68.33,71.15,1.0304127443881246
17005,CVS,C V S HEALTH CORP,2015-02-01,98.34,104.52,97.06,103.87,1.0581703341483293
17478,MHFI,MCGRAW HILL FINANCIAL INC,2015-02-01,89.06,105.66,87.87,103.1,1.1527280858676208
17750,KMB,KIMBERLY CLARK CORP,2015-02-01,107.94,111.84,107.56,109.66,1.0157465728047426
17830,UTX,UNITED TECHNOLOGIES CORP,2015-02-01,115.17,124.45,114.05,121.91,1.0621188360341522
18163,PG,PROCTER & GAMBLE CO,2015-02-01,84.58,86.78,83.68,85.13,1.0099655949697472
