permno,company_name,date,price,return_ex_div,volume,shares_out_thousands,dividend_cash_amount,book_to_market_value,pe_ratio,finegrained_volatility_12m
10145,HONEYWELL INTERNATIONAL INC,1962-02-28,51.625,-0.028235,1858.0,20076.0,0.45,5.442027528337177e-07,20.20546918721461,4.225643218027375
10145,HONEYWELL INTERNATIONAL INC,1962-03-30,46.75,-0.094431,2702.0,20076.0,0.0,5.442027528337177e-07,20.20546918721461,5.145561120269037
10145,HONEYWELL INTERNATIONAL INC,1962-04-30,43.875,-0.061497,2418.0,20076.0,0.0,5.442027528337177e-07,20.20546918721461,6.339809288786367
10145,HONEYWELL INTERNATIONAL INC,1962-05-31,41.875,-0.045584,3366.0,20076.0,0.45,5.442027528337177e-07,20.20546918721461,7.038138460731241
10145,HONEYWELL INTERNATIONAL INC,1962-06-29,38.875,-0.071642,3298.0,20076.0,0.0,5.442027528337177e-07,20.20546918721461,8.077805826441795
10145,HONEYWELL INTERNATIONAL INC,1962-07-31,37.0,-0.048232,3072.0,26466.0,0.0,5.442027528337177e-07,20.20546918721461,8.130155706884208
10145,HONEYWELL INTERNATIONAL INC,1962-08-31,38.125,0.030405,3573.0,26466.0,0.45,5.442027528337177e-07,20.20546918721461,7.8828649397976465
10145,HONEYWELL INTERNATIONAL INC,1962-09-28,37.25,-0.022951,2895.0,26466.0,0.0,5.442027528337177e-07,20.20546918721461,7.665495731562708
10145,HONEYWELL INTERNATIONAL INC,1962-10-31,38.125,0.02349,2752.0,26466.0,0.0,5.442027528337177e-07,20.20546918721461,7.216320675448752
10145,HONEYWELL INTERNATIONAL INC,1962-11-30,43.125,0.131148,3464.0,26466.0,0.45,5.442027528337177e-07,20.20546918721461,6.596771980914745
10145,HONEYWELL INTERNATIONAL INC,1962-12-31,44.25,0.026087,3316.0,26466.0,0.0,5.442027528337177e-07,20.20546918721461,5.459388632660645
10145,HONEYWELL INTERNATIONAL INC,1963-01-31,45.375,0.025424,3138.0,26466.0,0.0,5.307101225981711e-07,20.20546918721461,4.506466313683445
10145,HONEYWELL INTERNATIONAL INC,1963-02-28,43.375,-0.044077,1614.0,26466.0,0.45,5.551809063490954e-07,20.20546918721461,3.4385845396563472
10145,HONEYWELL INTERNATIONAL INC,1963-03-29,45.125,0.040346,1890.0,26466.0,0.0,5.336503448840335e-07,20.20546918721461,3.2392559880411764
10145,HONEYWELL INTERNATIONAL INC,1963-04-30,50.125,0.110803,2925.0,26466.0,0.0,4.804183902821349e-07,20.20546918721461,4.074399821018448
10145,HONEYWELL INTERNATIONAL INC,1963-05-31,49.75,-0.007481,2052.0,26466.0,0.45,4.840396344299902e-07,20.20546918721461,4.664095612097579
10145,HONEYWELL INTERNATIONAL INC,1963-06-28,48.5,-0.025126,2646.0,26466.0,0.0,4.965148827400415e-07,20.20546918721461,4.801788551722636
10145,HONEYWELL INTERNATIONAL INC,1963-07-31,49.625,0.023196,1715.0,26466.0,0.0,4.852588778416526e-07,20.20546918721461,4.6666835768091905
10145,HONEYWELL INTERNATIONAL INC,1963-08-30,50.0,0.007557,1878.0,26466.0,0.45,4.816194362578403e-07,20.20546918721461,4.47101089765723
10145,HONEYWELL INTERNATIONAL INC,1963-09-30,50.125,0.0025,2208.0,26466.0,0.0,4.804183902821349e-07,20.20546918721461,3.841805525657134
10145,HONEYWELL INTERNATIONAL INC,1963-10-31,53.75,0.072319,2701.0,26466.0,0.0,4.480180802398514e-07,20.20546918721461,3.380869615359423
10145,HONEYWELL INTERNATIONAL INC,1963-11-29,54.125,0.006977,1753.0,26466.0,0.45,4.44914028875603e-07,20.20546918721461,3.498968327387453
10145,HONEYWELL INTERNATIONAL INC,1963-12-31,54.75,0.011547,2215.0,26076.0,0.0,4.623996873207295e-07,19.765328866426,3.60257891108661
10145,HONEYWELL INTERNATIONAL INC,1964-01-31,54.0,-0.013699,1772.0,26076.0,0.0,4.688219052001841e-07,19.765328866426,3.5535007280486566
10145,HONEYWELL INTERNATIONAL INC,1964-02-28,53.875,-0.002315,1445.0,26076.0,0.45,4.699096590405557e-07,19.765328866426,2.941104332894294
10145,HONEYWELL INTERNATIONAL INC,1964-03-31,56.375,0.046404,2000.0,26076.0,0.0,4.490710932294446e-07,19.765328866426,2.623285876125334
10145,HONEYWELL INTERNATIONAL INC,1964-04-30,54.25,-0.037694,1811.0,26076.0,0.0,4.666614355909666e-07,19.765328866426,2.6135890147226006
10145,HONEYWELL INTERNATIONAL INC,1964-05-28,53.5,-0.013825,1600.0,26076.0,0.45,4.732034183328961e-07,19.765328866426,2.485445321661605
10145,HONEYWELL INTERNATIONAL INC,1964-06-30,54.625,0.021028,1615.0,26076.0,0.0,4.634578101750105e-07,19.765328866426,2.1406509205464155
10145,HONEYWELL INTERNATIONAL INC,1964-07-31,52.75,-0.034325,1764.0,26076.0,0.0,4.799314290200937e-07,19.765328866426,1.8266169155190843
10145,HONEYWELL INTERNATIONAL INC,1964-08-31,52.125,-0.011848,1349.0,26076.0,0.45,4.856860025095432e-07,19.765328866426,1.5351006777761962
10145,HONEYWELL INTERNATIONAL INC,1964-09-30,53.5,0.026379,1773.0,26076.0,0.0,4.732034183328961e-07,19.765328866426,1.058146159778689
10145,HONEYWELL INTERNATIONAL INC,1964-10-30,55.25,0.03271,2237.0,26076.0,0.0,4.5821507476579074e-07,19.765328866426,1.1169217539941163
10145,HONEYWELL INTERNATIONAL INC,1964-11-30,52.25,-0.054299,1856.0,26076.0,0.45,4.845240742738744e-07,19.765328866426,1.2368627835998571
10145,HONEYWELL INTERNATIONAL INC,1964-12-31,51.625,-0.011962,2004.0,26296.0,0.0,5.27760323705315e-07,16.761340006493505,1.3718541837655336
10145,HONEYWELL INTERNATIONAL INC,1965-01-29,57.0,0.104116,2567.0,26296.0,0.0,4.779934510752086e-07,16.761340006493505,1.6757446897279304
10145,HONEYWELL INTERNATIONAL INC,1965-02-26,56.75,0.015526,2024.0,26822.0,0.475,4.706840364130044e-07,16.761340006493505,1.8627122616488052
10145,HONEYWELL INTERNATIONAL INC,1965-03-31,55.625,-0.019824,2075.0,26822.0,0.0,4.802034888348405e-07,16.761340006493505,1.7931635748197776
10145,HONEYWELL INTERNATIONAL INC,1965-04-30,53.875,-0.031461,2006.0,26822.0,0.0,4.958017460127703e-07,16.761340006493505,1.7936586002476231
10145,HONEYWELL INTERNATIONAL INC,1965-05-28,51.75,-0.039443,1865.0,26822.0,0.475,5.161607549070145e-07,16.761340006493505,1.9117298905029094
10145,HONEYWELL INTERNATIONAL INC,1965-06-30,48.5,-0.062802,3571.0,26822.0,0.0,5.507488467306804e-07,16.761340006493505,2.4502628183090347
10145,HONEYWELL INTERNATIONAL INC,1965-07-30,46.625,-0.03866,2458.0,26822.0,0.0,5.728969236769545e-07,16.761340006493505,3.142055729064226
10145,HONEYWELL INTERNATIONAL INC,1965-08-31,47.875,0.02681,4281.0,26822.0,0.475,5.57938779455624e-07,16.761340006493505,3.4614181659685164
10145,HONEYWELL INTERNATIONAL INC,1965-09-30,48.75,0.018277,3822.0,26822.0,0.0,5.47924493670523e-07,16.761340006493505,3.6115050532984005
10145,HONEYWELL INTERNATIONAL INC,1965-10-29,47.625,-0.023077,3395.0,26822.0,0.0,5.608675919462047e-07,16.761340006493505,3.6876765494459014
10145,HONEYWELL INTERNATIONAL INC,1965-11-30,47.25,-0.007874,3894.0,26822.0,0.475,5.653189220410158e-07,16.761340006493505,3.875488727733289
10145,HONEYWELL INTERNATIONAL INC,1965-12-31,49.125,0.039683,4774.0,26833.0,0.0,5.776768930513479e-07,15.644896496815289,3.9119692979212783
10145,HONEYWELL INTERNATIONAL INC,1966-01-31,48.75,-0.007634,4538.0,26833.0,0.0,5.821205614594352e-07,15.644896496815289,3.4378959827020235
10145,HONEYWELL INTERNATIONAL INC,1966-02-28,45.875,-0.040154,3678.0,27370.0,0.475,6.064652421802745e-07,15.644896496815289,2.956338689489017
10145,HONEYWELL INTERNATIONAL INC,1966-03-31,44.25,-0.035422,4095.0,27370.0,0.0,6.287365646332224e-07,15.644896496815289,2.538808626585354
10145,HONEYWELL INTERNATIONAL INC,1966-04-29,43.125,-0.025424,3350.0,27370.0,0.0,6.45138388058437e-07,15.644896496815289,2.298921024913181
10145,HONEYWELL INTERNATIONAL INC,1966-05-31,39.25,-0.089855,4204.0,27370.0,0.475,7.08830394522805e-07,15.644896496815289,2.924394524227766
10145,HONEYWELL INTERNATIONAL INC,1966-06-30,38.75,-0.012739,3503.0,27370.0,0.0,7.179765931618089e-07,15.644896496815289,3.5750211908674796
10145,HONEYWELL INTERNATIONAL INC,1966-07-29,38.25,-0.012903,2946.0,27370.0,0.0,7.273619081051005e-07,15.644896496815289,4.131752393465648
10145,HONEYWELL INTERNATIONAL INC,1966-08-31,36.375,-0.04902,4297.0,27370.0,0.475,7.648547899661881e-07,15.644896496815289,4.6781219319942995
10145,HONEYWELL INTERNATIONAL INC,1966-09-30,34.875,-0.041237,2733.0,27370.0,0.0,7.977517701797877e-07,15.644896496815289,5.080693552035684
10145,HONEYWELL INTERNATIONAL INC,1966-10-31,35.625,0.021505,3887.0,27370.0,0.0,7.809569960707395e-07,15.644896496815289,5.2218763317645145
10145,HONEYWELL INTERNATIONAL INC,1966-11-30,32.875,-0.077193,4482.0,27370.0,0.475,8.462841972629687e-07,15.644896496815289,5.497449046851391
10145,HONEYWELL INTERNATIONAL INC,1966-12-30,33.0,0.003802,5883.0,27490.0,0.0,8.393983487108259e-07,15.644896496815289,5.1843843326947585
10145,HONEYWELL INTERNATIONAL INC,1967-01-31,42.625,0.291667,5410.0,27490.0,0.0,6.845814367047895e-07,10.121768371165643,4.407334516221653
10145,HONEYWELL INTERNATIONAL INC,1967-02-28,39.875,-0.045807,2631.0,28040.0,0.475,7.174399313117401e-07,10.121768371165643,3.8262914981464533
10145,HONEYWELL INTERNATIONAL INC,1967-03-31,40.25,0.009404,3622.0,28040.0,0.0,7.107557083492084e-07,10.121768371165643,3.406263031668141
10145,HONEYWELL INTERNATIONAL INC,1967-04-28,42.125,0.046584,3497.0,28040.0,0.0,6.791196975918252e-07,10.121768371165643,3.2767510643743947
10145,HONEYWELL INTERNATIONAL INC,1967-05-31,38.0,-0.097923,3070.0,28040.0,0.475,7.528399279225167e-07,10.121768371165643,3.2469938019651248
10145,HONEYWELL INTERNATIONAL INC,1967-06-30,37.75,-0.006579,3240.0,28040.0,0.0,7.578256228094208e-07,10.121768371165643,3.230913506012389
10145,HONEYWELL INTERNATIONAL INC,1967-07-31,38.625,0.023179,2761.0,28040.0,0.0,7.406580520661654e-07,10.121768371165643,3.2392011735031487
10145,HONEYWELL INTERNATIONAL INC,1967-08-31,42.375,0.097087,4155.0,28040.0,0.475,6.751130917063277e-07,10.121768371165643,3.476108935769027
10145,HONEYWELL INTERNATIONAL INC,1967-09-29,43.875,0.035398,3872.0,28040.0,0.0,6.520323022462823e-07,10.121768371165643,3.6670110031154337
10145,HONEYWELL INTERNATIONAL INC,1967-10-31,40.0,-0.088319,3008.0,28040.0,0.0,7.151979315263909e-07,10.121768371165643,3.524719927622873
10145,HONEYWELL INTERNATIONAL INC,1967-11-30,38.5,-0.0375,2782.0,28040.0,0.475,7.430627860014451e-07,10.121768371165643,2.9169372168890977
10145,HONEYWELL INTERNATIONAL INC,1967-12-29,40.0,0.038961,3519.0,27974.0,0.0,7.168853220847931e-07,10.121768371165643,2.000236728414159
10145,HONEYWELL INTERNATIONAL INC,1968-01-31,38.375,-0.040625,2512.0,27974.0,0.475,7.277991266436563e-07,15.999993896,1.9326981061968684
10145,HONEYWELL INTERNATIONAL INC,1968-02-29,36.0,-0.061889,2365.0,27974.0,0.0,7.758136523597309e-07,15.999993896,2.2494475331835226
10145,HONEYWELL INTERNATIONAL INC,1968-03-29,34.875,-0.03125,3216.0,27974.0,0.0,8.008398992100447e-07,15.999993896,2.624368610934938
10145,HONEYWELL INTERNATIONAL INC,1968-04-30,36.375,0.043011,9386.0,27974.0,0.0,7.678155734694243e-07,15.999993896,2.567737625839422
10145,HONEYWELL INTERNATIONAL INC,1968-05-31,36.0,-0.010309,4569.0,27974.0,0.475,7.758136523597309e-07,15.999993896,2.6817459543432363
10145,HONEYWELL INTERNATIONAL INC,1968-06-28,35.25,-0.020833,4402.0,27974.0,0.0,7.923203258141932e-07,15.999993896,2.842870535002926
10145,HONEYWELL INTERNATIONAL INC,1968-07-30,35.375,0.003546,5646.0,27974.0,0.0,7.895206073484187e-07,15.999993896,2.966830519819639
10145,HONEYWELL INTERNATIONAL INC,1968-08-30,35.0,-0.010601,2712.0,27974.0,0.475,7.97979756712866e-07,15.999993896,2.753161921896665
10145,HONEYWELL INTERNATIONAL INC,1968-09-30,35.25,0.007143,6624.0,27974.0,0.0,7.923203258141932e-07,15.999993896,1.932085542996076
10145,HONEYWELL INTERNATIONAL INC,1968-10-31,35.0,-0.007092,9696.0,27974.0,0.0,7.97979756712866e-07,15.999993896,1.691668532615745
10145,HONEYWELL INTERNATIONAL INC,1968-11-29,36.125,0.032143,12832.0,27974.0,0.3,7.731291760539878e-07,15.999993896,1.5479626762198033
10145,HONEYWELL INTERNATIONAL INC,1968-12-31,36.0,-0.00346,9127.0,28054.0,0.0,7.443155264054245e-07,24.65751856849315,0.9586009178468597
10145,HONEYWELL INTERNATIONAL INC,1969-01-31,35.25,-0.020833,8603.0,28054.0,0.0,7.601520269672419e-07,24.65751856849315,0.5204164998664041
10145,HONEYWELL INTERNATIONAL INC,1969-02-28,31.625,-0.102837,4481.0,28054.0,0.3,8.472840774891789e-07,24.65751856849315,1.225276329377661
10145,HONEYWELL INTERNATIONAL INC,1969-03-28,30.75,-0.027668,4271.0,28054.0,0.0,8.713937870112286e-07,24.65751856849315,1.7736497211493563
10145,HONEYWELL INTERNATIONAL INC,1969-04-30,32.25,0.048781,5747.0,28054.0,0.0,8.30863843429311e-07,24.65751856849315,1.8459556016690073
10145,HONEYWELL INTERNATIONAL INC,1969-05-29,33.5,0.03876,12149.0,28054.0,0.3,7.998614612117994e-07,24.65751856849315,1.8005089242665493
10145,HONEYWELL INTERNATIONAL INC,1969-06-30,28.625,-0.145522,4705.0,28054.0,0.0,9.360824087544202e-07,24.65751856849315,2.3942600235993385
10145,HONEYWELL INTERNATIONAL INC,1969-07-31,28.5,-0.004367,3871.0,28054.0,0.0,9.401880333542204e-07,24.65751856849315,2.759346204678306
10145,HONEYWELL INTERNATIONAL INC,1969-08-29,26.875,-0.057018,3550.0,28054.0,0.3,9.970366121151732e-07,24.65751856849315,3.2235961238493913
10145,HONEYWELL INTERNATIONAL INC,1969-09-30,26.75,-0.004651,3440.0,28054.0,0.0,1.0016956617044965e-06,24.65751856849315,3.4828448620823163
10145,HONEYWELL INTERNATIONAL INC,1969-10-31,30.125,0.126168,5569.0,28054.0,0.0,8.894724962853205e-07,24.65751856849315,3.353872563804756
10145,HONEYWELL INTERNATIONAL INC,1969-11-28,28.125,-0.06639,3298.0,28054.0,0.3,9.527238737989432e-07,24.65751856849315,3.1076602264940747
10145,HONEYWELL INTERNATIONAL INC,1969-12-31,24.375,-0.133333,7911.0,27745.0,0.0,1.1704070495492374e-06,9.989744717213116,3.116503601308617
10145,HONEYWELL INTERNATIONAL INC,1970-01-30,23.5,-0.035897,3088.0,27745.0,0.0,1.213986035436709e-06,9.989744717213116,3.0697386622553635
10145,HONEYWELL INTERNATIONAL INC,1970-02-27,23.5,0.0,3732.0,27745.0,0.3,1.213986035436709e-06,9.989744717213116,3.26763499292219
10145,HONEYWELL INTERNATIONAL INC,1970-03-31,23.75,0.010638,3250.0,27745.0,0.0,1.201207235063691e-06,9.989744717213116,3.369506612340443
10145,HONEYWELL INTERNATIONAL INC,1970-04-30,20.5,-0.136842,4126.0,27745.0,0.0,1.3916425284274468e-06,9.989744717213116,3.5621344841728333
10145,HONEYWELL INTERNATIONAL INC,1970-05-29,19.75,-0.036585,6635.0,27745.0,0.3,1.444489713051274e-06,9.989744717213116,3.3121068949134576
10145,HONEYWELL INTERNATIONAL INC,1970-06-30,17.0,-0.139241,3513.0,27745.0,0.0,1.6781571666330978e-06,9.989744717213116,3.9166868149062597
10145,HONEYWELL INTERNATIONAL INC,1970-07-31,18.75,0.102941,2953.0,27745.0,0.0,1.5215291644140086e-06,9.989744717213116,3.998342459600274
10145,HONEYWELL INTERNATIONAL INC,1970-08-31,22.0,0.173333,3807.0,27745.0,0.3,1.2967578105801209e-06,9.989744717213116,3.8793810766511108
10145,HONEYWELL INTERNATIONAL INC,1970-09-30,19.625,-0.107955,2921.0,27745.0,0.0,1.4536902844719827e-06,9.989744717213116,3.827729764692787
10145,HONEYWELL INTERNATIONAL INC,1970-10-30,18.25,-0.070064,4226.0,27745.0,0.0,1.5632148949458992e-06,9.989744717213116,3.18114339435595
10145,HONEYWELL INTERNATIONAL INC,1970-11-30,18.25,0.0,3770.0,27745.0,0.3,1.5632148949458992e-06,9.989744717213116,2.553314097166237
10145,HONEYWELL INTERNATIONAL INC,1970-12-31,24.125,0.321918,7912.0,27555.0,0.0,1.2571507009532512e-06,15.464738698717948,2.5220617467749302
10145,HONEYWELL INTERNATIONAL INC,1971-01-29,24.625,0.020725,6842.0,27555.0,0.0,1.2316247983958248e-06,15.464738698717948,2.6511816619283963
10145,HONEYWELL INTERNATIONAL INC,1971-02-26,28.375,0.152284,6646.0,27555.0,0.3,1.068855001251002e-06,15.464738698717948,3.3709993123162043
10145,HONEYWELL INTERNATIONAL INC,1971-03-31,26.5,-0.066079,3996.0,27555.0,0.0,1.1444815343583845e-06,15.464738698717948,3.639209350527894
10145,HONEYWELL INTERNATIONAL INC,1971-04-30,29.75,0.122642,5293.0,27555.0,0.0,1.019454139848645e-06,15.464738698717948,4.327501903786142
10145,HONEYWELL INTERNATIONAL INC,1971-05-28,30.375,0.021008,5571.0,27555.0,0.3,9.984777172180144e-07,15.464738698717948,4.827554179505453
10145,HONEYWELL INTERNATIONAL INC,1971-06-30,32.125,0.057613,3738.0,27555.0,0.0,9.440859349571108e-07,15.464738698717948,5.049424284615085
10145,HONEYWELL INTERNATIONAL INC,1971-07-30,30.375,-0.054475,3415.0,27555.0,0.0,9.984777172180144e-07,15.464738698717948,4.982485897591376
10145,HONEYWELL INTERNATIONAL INC,1971-08-31,33.25,0.09465,3062.0,27555.0,0.3,9.121431777593138e-07,15.464738698717948,5.337596692048741
10145,HONEYWELL INTERNATIONAL INC,1971-09-30,32.375,-0.026316,3123.0,27555.0,0.0,9.367956960771332e-07,15.464738698717948,5.153457117814359
10145,HONEYWELL INTERNATIONAL INC,1971-10-29,27.5,-0.150579,4775.0,27555.0,0.0,1.1028640240180795e-06,15.464738698717948,4.284770312255705
10145,HONEYWELL INTERNATIONAL INC,1971-11-30,27.5,0.0,2153.0,27555.0,0.3,1.1028640240180795e-06,15.464738698717948,2.9772456192381402
10145,HONEYWELL INTERNATIONAL INC,1971-12-31,29.125,0.059091,3838.0,27556.0,0.0,1.0784063914793566e-06,15.492013159574467,2.569189347151184
10145,HONEYWELL INTERNATIONAL INC,1972-01-31,32.125,0.103004,3026.0,27556.0,0.0,9.776991798236968e-07,15.492013159574467,2.2095211928187357
10145,HONEYWELL INTERNATIONAL INC,1972-02-29,30.0,-0.066148,2716.0,27556.0,0.3,1.0469528717278754e-06,15.492013159574467,2.1534415724742995
10145,HONEYWELL INTERNATIONAL INC,1972-03-30,30.875,0.029167,4402.0,27556.0,0.0,1.0172821425695956e-06,15.492013159574467,1.8390171020181219
10145,HONEYWELL INTERNATIONAL INC,1972-04-28,33.5,0.08502,9069.0,27556.0,0.0,9.375697358757092e-07,15.492013159574467,2.019407494486405
10145,HONEYWELL INTERNATIONAL INC,1972-05-31,30.625,-0.085821,5424.0,27556.0,0.3,1.0255864865905718e-06,15.492013159574467,2.01635711686379
10145,HONEYWELL INTERNATIONAL INC,1972-06-30,29.5,-0.036735,4639.0,27556.0,0.0,1.0646978356554663e-06,15.492013159574467,1.9996448548316088
10145,HONEYWELL INTERNATIONAL INC,1972-07-31,27.75,-0.059322,3477.0,27556.0,0.0,1.1318409424085138e-06,15.492013159574467,2.1592329498732092
10145,HONEYWELL INTERNATIONAL INC,1972-08-31,29.5,0.063063,3781.0,27556.0,0.3,1.0646978356554663e-06,15.492013159574467,1.962811208677255
10145,HONEYWELL INTERNATIONAL INC,1972-09-29,28.5,-0.033898,2105.0,27556.0,0.0,1.102055654450395e-06,15.492013159574467,1.8581311888969216
10145,HONEYWELL INTERNATIONAL INC,1972-10-31,28.0,-0.017544,4228.0,27556.0,0.0,1.121735219708438e-06,15.492013159574467,1.809068067466574
10145,HONEYWELL INTERNATIONAL INC,1972-11-30,30.25,0.080357,3844.0,27556.0,0.3,1.0383003686557445e-06,15.492013159574467,1.6667140144789632
10145,HONEYWELL INTERNATIONAL INC,1972-12-29,29.0,-0.041322,3873.0,27556.0,0.0,1.0830546948909057e-06,15.492013159574467,1.6729167845956336
10145,HONEYWELL INTERNATIONAL INC,1973-01-31,30.5,0.051724,6340.0,27556.0,0.0,1.080131309357517e-06,12.18487074369748,1.543252664951129
10145,HONEYWELL INTERNATIONAL INC,1973-02-28,32.25,0.057377,8075.0,27556.0,0.3,1.0215195328807525e-06,12.18487074369748,1.6946048524834871
10145,HONEYWELL INTERNATIONAL INC,1973-03-30,34.5,0.069767,7675.0,27556.0,0.0,9.548986937798338e-07,12.18487074369748,2.128311813208394
10145,HONEYWELL INTERNATIONAL INC,1973-04-30,33.5,-0.028986,5374.0,27556.0,0.33,9.834031324001273e-07,12.18487074369748,2.128311813208394
10145,HONEYWELL INTERNATIONAL INC,1973-05-31,33.125,-0.011194,7014.0,27556.0,0.0,9.9453599804994e-07,12.18487074369748,2.2776863510229726
10145,HONEYWELL INTERNATIONAL INC,1973-06-29,33.875,0.022642,4415.0,27556.0,0.0,9.725167508606424e-07,12.18487074369748,2.4418424799666507
10145,HONEYWELL INTERNATIONAL INC,1973-07-31,36.625,0.081181,6097.0,27556.0,0.0,8.994950153011404e-07,12.18487074369748,2.7294991701220512
10145,HONEYWELL INTERNATIONAL INC,1973-08-31,35.25,-0.037543,3557.0,27556.0,0.33,9.345817002951564e-07,12.18487074369748,2.8236311714571087
10145,HONEYWELL INTERNATIONAL INC,1973-09-28,40.0,0.134752,11246.0,27556.0,0.0,8.236001233851067e-07,12.18487074369748,3.3817098004178945
10145,HONEYWELL INTERNATIONAL INC,1973-10-31,47.25,0.18125,16060.0,27556.0,0.33,6.972276176805136e-07,12.18487074369748,4.955901650985665
10145,HONEYWELL INTERNATIONAL INC,1973-11-30,43.625,-0.07672,11337.0,27556.0,0.0,7.55163436914711e-07,12.18487074369748,5.35748555902408
10145,HONEYWELL INTERNATIONAL INC,1973-12-31,49.0,0.123209,8164.0,27556.0,0.0,7.268664034056067e-07,14.202894127536233,6.11056586180979
10145,HONEYWELL INTERNATIONAL INC,1974-01-31,45.125,-0.079082,9838.0,27556.0,0.0,7.892842940027641e-07,14.202894127536233,6.054782654433134
10145,HONEYWELL INTERNATIONAL INC,1974-02-28,45.75,0.01385,4353.0,27556.0,0.33,7.78501721680322e-07,14.202894127536233,6.006024043458883
10145,HONEYWELL INTERNATIONAL INC,1974-03-29,42.5,-0.071038,4002.0,27556.0,0.0,8.380342062794053e-07,14.202894127536233,5.804613417947686
10145,HONEYWELL INTERNATIONAL INC,1974-04-30,44.0,0.035294,5512.0,27556.0,0.0,8.09464858338062e-07,14.202894127536233,5.438479535595501
10145,HONEYWELL INTERNATIONAL INC,1974-05-31,40.25,-0.085227,4384.0,27556.0,0.375,8.848808389285647e-07,14.202894127536233,4.812536894781849
